"ISO-date","Name","PMB-id","Latitude","Longitude","Type","Wikidata"
1919-08-11,"Orthof",pmb250,"47,663198","15,792916","Teil eines besiedelten Ortes Part of a populated place","Q77949768"
1922-07-20,"Orthof",pmb250,"47,663198","15,792916","Teil eines besiedelten Ortes Part of a populated place","Q77949768"
1930-05-12,"Orthof",pmb250,"47,663198","15,792916","Teil eines besiedelten Ortes Part of a populated place","Q77949768"
1921-09-21,"Orthofstraße",pmb92432,"47,6868","15,820648","Straße Street"
1923-02-20,"Orthofstraße",pmb92432,"47,6868","15,820648","Straße Street"
1904-05-16,"Orto botanico di Palermo",pmb234067,"38,1125","13,3725","Park Park","Q894656"
1905-03-10,"Orto botanico di Palermo",pmb234067,"38,1125","13,3725","Park Park","Q894656"
1896-07-24,"Oslo",pmb36296,"59,91273","10,74609","Hauptstadt Capital","Q21711493"
1896-07-25,"Oslo",pmb36296,"59,91273","10,74609","Hauptstadt Capital","Q21711493"
1896-07-26,"Oslo",pmb36296,"59,91273","10,74609","Hauptstadt Capital","Q21711493"
1896-07-25,"Oslo Kunstforening",pmb199753,"59,9177","10,7393","Museum Museum","Q3441348"
1896-07-24,"Oslo havn",pmb199744,"59,901723","10,746517","Hafen Port","Q1542098"
1896-07-26,"Oslo havn",pmb199744,"59,901723","10,746517","Hafen Port","Q1542098"
1914-05-07,"Ospedale degli Innocenti",pmb256251,"43,776388888889","11,261111111111","Infrastrukturgebäude Infrastructure building","Q1257947"
1898-06-09,"Ossiach",pmb91413,"46,67435","13,98358","Hauptstadt Capital"
1905-03-18,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1907-04-16,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1911-05-25,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1923-04-16,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1926-10-12,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1927-12-15,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1930-07-05,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1930-09-16,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1931-05-20,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1931-06-04,"Ostbahnhof [Wien]",pmb60254,"48,1855867","16,3731991","Bahnhofsgebäude Railway station building","Q119092115"
1888-07-31,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-01,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-02,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-03,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-04,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-05,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-06,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-07,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-08,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-09,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-10,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-11,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-12,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-13,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-14,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-15,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-16,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-17,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-18,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-19,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-20,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1888-08-21,"Ostende",pmb911,"51,2119","2,92711","Region Region","Q12996"
1922-07-31,"Ostersee",pmb91419,"47,78558","11,30413","See Lake"
1925-08-07,"Ostertaghütte",pmb254462,"46,42032","11,63008","Gebäude Building"
1913-09-03,"Ostseite des St. Moritzersees",pmb255016,"46,49482","9,85641","Landschaftlicher Punkt Scenic point"
1903-08-08,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1903-12-14,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1903-12-21,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1904-08-01,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1904-08-19,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1904-08-30,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1904-10-31,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1904-11-01,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1905-01-02,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1905-03-02,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1905-04-20,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1905-06-03,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1905-08-09,"Ottakringer Bräu",pmb304,"48,18636","16,30202","Bierhaus Beer house"
1906-01-14,"Ottakringer Straße 114",pmb237241,"48,213619","16,323195","Wohngebäude Residential building"
1906-01-18,"Ottakringer Straße 114",pmb237241,"48,213619","16,323195","Wohngebäude Residential building"
1906-05-21,"Ottakringer Straße 114",pmb237241,"48,213619","16,323195","Wohngebäude Residential building"
1919-07-05,"Otto Böttner, Berg- und Hüttenwerksprodukte",pmb281728,"48,216892","16,36335","Geschäft Shop"
1919-12-09,"Otto Böttner, Berg- und Hüttenwerksprodukte",pmb281728,"48,216892","16,36335","Geschäft Shop"
1920-12-24,"Otto Böttner, Berg- und Hüttenwerksprodukte",pmb281728,"48,216892","16,36335","Geschäft Shop"
1914-01-27,"Otto Landauer. Geschäftshaus für Damenmoden",pmb266,"48,138016","11,572536","Geschäft Shop"
1919-06-17,"Otto-Bauer-Gasse 24",pmb281664,"48,1967","16,348","Wohngebäude Residential building","Q119019357"
1904-07-18,"Otto-Schutzhaus",pmb234277,"47,7132","15,7621","Beherbergungsgebäude Accommodation building","Q1772278"
1908-09-25,"Otto-Schutzhaus",pmb234277,"47,7132","15,7621","Beherbergungsgebäude Accommodation building","Q1772278"
1915-07-24,"Otto-Schutzhaus",pmb234277,"47,7132","15,7621","Beherbergungsgebäude Accommodation building","Q1772278"
1920-07-27,"Otto-Schutzhaus",pmb234277,"47,7132","15,7621","Beherbergungsgebäude Accommodation building","Q1772278"
1920-07-28,"Otto-Schutzhaus",pmb234277,"47,7132","15,7621","Beherbergungsgebäude Accommodation building","Q1772278"
1913-04-20,"Otto-Wagner-Spital",pmb153,"48,20875","16,27962","Krankenhaus Hospital","Q992631"
1898-08-17,"Ouchy",pmb36464,"46,50666","6,62493","Besiedelter Ort Populated place","Q870499"
1888-06-29,"Oxford Hall",pmb185272,"51,528574","-0,053295",""
1888-06-29,"Oxford Music Hall",pmb185880,"51,51649","-0,13115","Lokal Restaurant","Q7115406"
1920-11-23,"P. & C. Habig, Hutfabrik. Niederlage Kärntner Straße",pmb291949,"48,203361","16,370455","Geschäft Shop"
1898-08-31,"Padua",pmb44156,"45,40797","11,88586","Hauptstadt Capital","Q617"
1898-09-01,"Padua",pmb44156,"45,40797","11,88586","Hauptstadt Capital","Q617"
1903-06-02,"Padua",pmb44156,"45,40797","11,88586","Hauptstadt Capital","Q617"
1912-05-20,"Padua",pmb44156,"45,40797","11,88586","Hauptstadt Capital","Q617"
1910-05-21,"Palace Hotel Axenfels",pmb964,"46,98328748896339","8,615763998778085","Hotel Hotel"
1913-01-12,"Palace Hotel Semmering",pmb254106,"47,63025","15,83707","Hotel Hotel","Q112015043"
1912-12-01,"Palais Arnim",pmb235952,"52,515","13,3792","Gebäude Building","Q1625999"
1929-03-20,"Palais Arnim",pmb235952,"52,515","13,3792","Gebäude Building","Q1625999"
1888-01-01,"Palais Auersperg",pmb266781,"48,2074","16,3551","Veranstaltungsgebäude Event venue","Q264612"
1918-05-29,"Palais Auersperg",pmb266781,"48,2074","16,3551","Veranstaltungsgebäude Event venue","Q264612"
1897-08-09,"Palais Cavriani",pmb353557,"48,20815","16,36846111111111","Wohngebäude Residential building","Q1344981"
1931-09-20,"Palais Collalto",pmb245641,"48,2113","16,3686","Gebäude Building","Q2046934"
1896-04-30,"Palais Ephrussi",pmb199621,"48,2136","16,3622","Wohngebäude Residential building","Q950675"
1928-03-05,"Palais Miller-Aichholz",pmb245805,"48,1942","16,3775","Gebäude Building","Q595975"
1912-09-07,"Palais Preysing",pmb253618,"48,1414810674769","11,5772282223266","Wohngebäude Residential building","Q872048"
1913-09-07,"Palais Preysing",pmb253618,"48,1414810674769","11,5772282223266","Wohngebäude Residential building","Q872048"
1886-04-12,"Palais Schwarzenberg",pmb185868,"48,19696944444444","16,37688888888889","Gebäude Building","Q651030"
1919-05-27,"Palais Starhemberg [Minoritenplatz]",pmb281569,"48,21","16,3631","Verwaltungsgebäude Administrative building","Q2047186"
1915-12-10,"Palais Todesco",pmb255168,"48,203306","16,370343","Wohngebäude Residential building","Q664155"
1927-07-25,"Palais Toskana",pmb92435,"48,194765","16,373437","Gebäude Building"
1897-04-23,"Palais de Justice [Paris]",pmb200134,"48,855722","2,345051","Palast Palace","Q143080"
1888-08-22,"Palais de Justice de Bruxelles",pmb185550,"50,836667","4,351667","Palast Palace","Q850537"
1922-06-08,"Palais-Hotel Erzherzog-Johann",pmb288767,"47,07183","15,43729","Hotel Hotel"
1922-06-09,"Palais-Hotel Erzherzog-Johann",pmb288767,"47,07183","15,43729","Hotel Hotel"
1922-06-10,"Palais-Hotel Erzherzog-Johann",pmb288767,"47,07183","15,43729","Hotel Hotel"
1922-06-11,"Palais-Hotel Erzherzog-Johann",pmb288767,"47,07183","15,43729","Hotel Hotel"
1897-05-17,"Palais-Royal",pmb185912,"48,863333333333","2,3369444444444","Ehemaliger Ort Former place","Q329948"
1899-06-23,"Palast Gutman-Gelse",pmb207119,"45,687781447014075","18,407959606710985","Schloss Palace","Q130739308"
1899-06-24,"Palast Gutman-Gelse",pmb207119,"45,687781447014075","18,407959606710985","Schloss Palace","Q130739308"
1899-06-25,"Palast Gutman-Gelse",pmb207119,"45,687781447014075","18,407959606710985","Schloss Palace","Q130739308"
1903-08-18,"Palast Hotel Lido",pmb40808,"45,883272","10,846236","Hotel Hotel"
1903-08-19,"Palast Hotel Lido",pmb40808,"45,883272","10,846236","Hotel Hotel"
1924-09-24,"Palast Kino",pmb190670,"48,209866","16,347153","Kino Cinema"
1928-01-06,"Palast Kino",pmb190670,"48,209866","16,347153","Kino Cinema"
1928-07-21,"Palast Kino",pmb190670,"48,209866","16,347153","Kino Cinema"
1900-11-23,"Palast-Restaurant",pmb231266,"51,106937","17,032231","Restaurant Restaurant"
1896-01-31,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1902-10-14,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-02-22,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-02-23,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-02-24,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-02-25,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-02-26,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-02-27,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-02-28,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-01,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-02,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-03,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-04,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-05,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-06,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-07,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-08,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1903-03-09,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1911-02-25,"Palasthotel Berlin",pmb88,"52,509241","13,376984","Hotel Hotel","Q328191"
1911-05-26,"Palasthotel Prag",pmb90,"50,0839","14,42777","Hotel Hotel"
1911-05-27,"Palasthotel Prag",pmb90,"50,0839","14,42777","Hotel Hotel"
1911-05-28,"Palasthotel Prag",pmb90,"50,0839","14,42777","Hotel Hotel"
1911-10-30,"Palasthotel Prag",pmb90,"50,0839","14,42777","Hotel Hotel"
1911-10-31,"Palasthotel Prag",pmb90,"50,0839","14,42777","Hotel Hotel"
1911-11-01,"Palasthotel Prag",pmb90,"50,0839","14,42777","Hotel Hotel"
1912-06-14,"Palasthotel Prag",pmb90,"50,0839","14,42777","Hotel Hotel"
1901-03-31,"Palatin",pmb53246,"41,888333","12,486944","Erhebung Elevation","Q200642"
1901-04-10,"Palatin",pmb53246,"41,888333","12,486944","Erhebung Elevation","Q200642"
1904-05-05,"Palatin",pmb53246,"41,888333","12,486944","Erhebung Elevation","Q200642"
1901-04-04,"Palazzo Barberini",pmb231445,"41,90332420919847","12,48985606990967","Palast Palace","Q1136614"
1901-03-29,"Palazzo Bianco",pmb231385,"44,41158333","8,93197222","Museum Museum","Q1808872"
1901-04-05,"Palazzo Doria-Pamphilj",pmb231451,"41,89779167","12,48138056","Museum Museum","Q385387"
1892-09-18,"Palazzo Ducale",pmb149,"45,433696","12,339857","Gebäude Building","Q189883"
1892-09-20,"Palazzo Ducale",pmb149,"45,433696","12,339857","Gebäude Building","Q189883"
1903-05-28,"Palazzo Ducale",pmb149,"45,433696","12,339857","Gebäude Building","Q189883"
1927-04-26,"Palazzo Ducale",pmb149,"45,433696","12,339857","Gebäude Building","Q189883"
1914-05-07,"Palazzo Medici Riccardi",pmb254963,"43,775288","11,255986","Gebäude Building","Q911047"
1925-09-15,"Palazzo Medici Riccardi",pmb254963,"43,775288","11,255986","Gebäude Building","Q911047"
1901-04-13,"Palazzo Pitti",pmb231518,"43,765153","11,250008","Palast Palace","Q29286"
1901-04-16,"Palazzo Pitti",pmb231518,"43,765153","11,250008","Palast Palace","Q29286"
1914-05-06,"Palazzo Pitti",pmb231518,"43,765153","11,250008","Palast Palace","Q29286"
1914-05-10,"Palazzo Pitti",pmb231518,"43,765153","11,250008","Palast Palace","Q29286"
1901-03-29,"Palazzo Rosso",pmb231387,"44,41125","8,93212","Museum Museum","Q2034331"
1904-05-06,"Palazzo Sforza-Cesarini",pmb234016,"41,70754","12,69253","Palast Palace","Q3890895"
1914-05-08,"Palazzo Vecchio",pmb256264,"43,769444444444446","11,25611111111111","Palast Palace","Q271928"
1901-04-03,"Palazzo dei Conservatori",pmb231425,"41,89299722","12,48281111","Museum Museum","Q64103"
1904-05-15,"Palazzo dei Normanni",pmb234058,"38,111282","13,35341","Schloss Palace","Q1473825"
1927-09-06,"Palazzo del mare",pmb248592,"","","Gebäude Building"
1927-09-07,"Palazzo del mare",pmb248592,"","","Gebäude Building"
1898-08-30,"Palazzo della Pilotta",pmb200987,"44,804926","10,326201","Museum Museum","Q822085"
1904-05-14,"Palermo",pmb901,"38,13205","13,33561","Besiedelter Ort Populated place","Q2656"
1904-05-15,"Palermo",pmb901,"38,13205","13,33561","Besiedelter Ort Populated place","Q2656"
1904-05-16,"Palermo",pmb901,"38,13205","13,33561","Besiedelter Ort Populated place","Q2656"
1904-05-17,"Palermo",pmb901,"38,13205","13,33561","Besiedelter Ort Populated place","Q2656"
1905-03-10,"Palermo",pmb901,"38,13205","13,33561","Besiedelter Ort Populated place","Q2656"
1926-04-19,"Palermo",pmb901,"38,13205","13,33561","Besiedelter Ort Populated place","Q2656"
1919-07-31,"Palmenhaus",pmb281772,"48,20506944444445","16,366830555555556","Veranstaltungsgebäude Event venue","Q2048203"
1915-05-09,"Palmenhaus Schönbrunn",pmb50941,"48,184722","16,302778","Gebäude Building","Q874600"
1918-05-11,"Palmenhaus Schönbrunn",pmb50941,"48,184722","16,302778","Gebäude Building","Q874600"
1930-04-25,"Palmenhaus Schönbrunn",pmb50941,"48,184722","16,302778","Gebäude Building","Q874600"
1903-10-19,"Palác Padowetz",pmb92434,"49,191061","16,610682","Beherbergungsgebäude Accommodation building","Q12043602"
1903-10-20,"Palác Padowetz",pmb92434,"49,191061","16,610682","Beherbergungsgebäude Accommodation building","Q12043602"
1897-03-08,"Pamsenhof",pmb90146,"47,9044","15,49918","Gebäude Building"
1897-06-13,"Pamsenhof",pmb90146,"47,9044","15,49918","Gebäude Building"
1923-11-27,"Pan",pmb588,"48,20685","16,37666","Kabarett Cabaret"
1928-04-18,"Panathinaiko-Stadion",pmb246231,"37,968333333333","23,741111111111","Stadion Stadium","Q208811"
1899-08-09,"Paneveggio",pmb91431,"46,3","11,73333","Besiedelter Ort Populated place","Q3893222"
1899-08-10,"Paneveggio",pmb91431,"46,3","11,73333","Besiedelter Ort Populated place","Q3893222"
1908-09-03,"Paneveggio",pmb91431,"46,3","11,73333","Besiedelter Ort Populated place","Q3893222"
1893-11-29,"Paniglgasse 19a",pmb192894,"48,198059","16,368057","Wohngebäude Residential building"
1893-12-17,"Paniglgasse 19a",pmb192894,"48,198059","16,368057","Wohngebäude Residential building"
1894-02-04,"Paniglgasse 19a",pmb192894,"48,198059","16,368057","Wohngebäude Residential building"
1894-03-04,"Paniglgasse 19a",pmb192894,"48,198059","16,368057","Wohngebäude Residential building"
1894-12-02,"Paniglgasse 19a",pmb192894,"48,198059","16,368057","Wohngebäude Residential building"
1895-12-08,"Paniglgasse 19a",pmb192894,"48,198059","16,368057","Wohngebäude Residential building"
1897-03-16,"Paniglgasse 19a",pmb192894,"48,198059","16,368057","Wohngebäude Residential building"
1914-05-25,"Panorama Mesdag",pmb245758,"52,085","4,3044444444444","Museum Museum","Q1738414"
1904-07-30,"Panorama, Schaustellung des Kolossalgemäldes »Rom und seine Umgebung 1849, Garibaldi verteidigt Rom« Mit 7 Dioramen",pmb234313,"","","Vergnügungseinrichtung Entertainment facility","Q131286074"
1901-04-02,"Pantheon",pmb231416,"41,89861111111111","12,476944444444445","Ausgrabung Excavation site","Q99309"
1904-05-07,"Pantheon",pmb231416,"41,89861111111111","12,476944444444445","Ausgrabung Excavation site","Q99309"
1888-05-22,"Panthéon",pmb118491,"48,84673","2,34646","Gebäude Building","Q188856"
1897-04-17,"Panthéon",pmb118491,"48,84673","2,34646","Gebäude Building","Q188856"
1883-08-02,"Pantl’s Erste ungarische Restauration",pmb182875,"48,20808","16,37557","Restaurant Restaurant"
1907-10-12,"Pappelteich",pmb246791,"48,145412","16,246996","Teich Pond","Q38527986"
1924-08-28,"Paradiso",pmb91433,"45,99003","8,9457","Besiedelter Ort Populated place"
1897-04-30,"Parc Monceau",pmb59319,"48,87893","2,30863","Park Park","Q1414059"
1904-05-15,"Parco della Favorita",pmb234061,"38,16222222","13,33777778","Park Park","Q775878"
1914-05-03,"Parco delle Cascine",pmb144079,"43,782067","11,218169","Park Park","Q3364250"
1914-05-07,"Parco delle Cascine",pmb144079,"43,782067","11,218169","Park Park","Q3364250"
1925-09-15,"Parco delle Cascine",pmb144079,"43,782067","11,218169","Park Park","Q3364250"
1888-05-21,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1888-05-22,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-12,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-13,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-14,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-15,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-16,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-17,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-18,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-19,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-20,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-21,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-22,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-23,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-24,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-25,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-26,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-27,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-28,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-29,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-04-30,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-01,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-02,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-03,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-04,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-05,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-06,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-07,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-08,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-09,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-10,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-11,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-12,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-13,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-14,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-15,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-16,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-17,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-18,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-19,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-20,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-21,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-22,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-23,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1897-05-24,"Paris",pmb182,"48,85341","2,3488","Hauptstadt Capital","Q90"
1906-08-12,"Park an der Ilm",pmb238156,"50,9747","11,3344","Park Park","Q2052596"
1906-08-15,"Park an der Ilm",pmb238156,"50,9747","11,3344","Park Park","Q2052596"
1916-02-26,"Park-Kino",pmb264329,"48,18635","16,30038","Kino Cinema","Q50939307"
1914-08-26,"Parkhotel Altaussee",pmb257023,"47,640378","13,763847","Hotel Hotel"
1916-07-18,"Parkhotel Altaussee",pmb257023,"47,640378","13,763847","Hotel Hotel"
1916-08-01,"Parkhotel Altaussee",pmb257023,"47,640378","13,763847","Hotel Hotel"
1916-09-08,"Parkhotel Altaussee",pmb257023,"47,640378","13,763847","Hotel Hotel"
1916-09-10,"Parkhotel Altaussee",pmb257023,"47,640378","13,763847","Hotel Hotel"
1916-09-13,"Parkhotel Altaussee",pmb257023,"47,640378","13,763847","Hotel Hotel"
1921-07-30,"Parkhotel Altaussee",pmb257023,"47,640378","13,763847","Hotel Hotel"
1926-08-17,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-18,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-19,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-20,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-21,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-22,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-23,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-24,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-25,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1926-08-26,"Parkhotel Beau Site",pmb245351,"46,02066","7,75065","Hotel Hotel","Q111409825"
1908-05-03,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1918-09-10,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-03,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-04,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-05,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-06,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-07,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-08,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-09,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-10,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-05-11,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
1921-06-22,"Parkhotel München",pmb52580,"48,141240506268204","11,570521871552252","Hotel Hotel"
